0x2279ba0,GLOBAL,gera_mapa,calloc,28
0x2279f28,GLOBAL,gera_mapa,calloc,28
0x227a168,GLOBAL,gera_mapa,calloc,42
0x227a510,GLOBAL,gera_mapa,calloc,42
0x227a880,GLOBAL,gera_mapa,fopen,file_name,<< r >>
0x227ad50,GLOBAL,gera_mapa,fgetc,map
0x227b030,GLOBAL,gera_mapa,fgetc,map
0x227ceb0,GLOBAL,gera_mapa,fgetc,map
0x227d190,GLOBAL,gera_mapa,fgetc,map
0x227f7f0,GLOBAL,gera_mapa,printf,<< Error >>
0x227f9f0,GLOBAL,gera_mapa,printf,<< Gerando aleatoriamente.... >>
0x227fc18,GLOBAL,gera_mapa,printf,<< Gera dungeon aleatorio >>
0x227fd98,GLOBAL,gera_mapa,printf,<< Gera mapa aleatorio >>
0x2280498,GLOBAL,getPesoTile,calloc,28
0x2280820,GLOBAL,getPesoTile,calloc,28
0x2281088,GLOBAL,getPesoTile,calloc,42
0x2281410,GLOBAL,getPesoTile,calloc,42
0x22822b0,GLOBAL,libera_memoria,free,map[]
0x2282428,GLOBAL,libera_memoria,free,map
0x2282730,GLOBAL,libera_memoria,free,map[]
0x22828a8,GLOBAL,libera_memoria,free,map
